Geographic area,City,share_white,share_black,share_native_american,share_asian,share_hispanic
OK,Wetumka,50.5,4.6,34.9,0.1,3.4
OK,Wewoka,52.7,15.9,22.8,0.2,3.4
OK,Whitefield town,78.5,0,10,0.3,3.8
OK,White Oak CDP,49.8,0.4,39.2,0.4,1.9
OK,Whitesboro CDP,75.2,0,22.4,0,0
OK,White Water CDP,62.5,0,11.3,6.3,1.3
OK,Wickliffe CDP,57.3,0,30.7,0,0
OK,Wilburton,72.6,1.5,17,0.4,4.6
OK,Willow town,84.6,0,1.3,0,15.4
OK,Wilson,86.8,0.2,7,0.2,3.1
OK,Winchester town,81.8,1.2,7.2,0,5
OK,Wister town,74.7,0.2,17.7,0.1,3.5
OK,Woodall CDP,48.2,0,40,0.1,6.2
OK,Woodlawn Park town,92.8,2.6,0,0,3.3
OK,Woodward,85.8,0.3,2.6,0.8,13
OK,Wright town,45.9,3.4,39.4,0,3.9
OK,Wyandotte town,64.9,0,27.6,0,2.1
OK,Wynnewood,75.8,9.4,8.5,0.5,4.1
OK,Wynona town,71.2,0.5,18.1,0,2.1
OK,Yale,82.6,0.4,8.1,0.2,2.4
OK,Yeager town,57.3,0,41.3,0,5.3
OK,Yukon,87.8,1.2,3.7,2,4.9
OK,Zeb CDP,55.3,0,34.4,0,3
OK,Zena CDP,67.2,1.6,25.4,0,0.8
OK,Zion CDP,31.7,0,58.5,0,0
OR,Adair Village,88.5,1.2,1.4,1.9,6.7
OR,Adams,91.4,0.3,2,0,6.9
OR,Adrian,89.8,0,0.6,1.1,27.1
OR,Albany,87.8,0.7,1.2,1.4,11.4
OR,Aloha CDP,70.9,2.6,1,8.9,21.1
OR,Alpine CDP,90.6,0,0.6,2.3,7
OR,Alsea CDP,94.5,0,1.2,0,9.1
OR,Altamont CDP,86.4,0.7,3.8,0.8,10.5
OR,Amity,83.9,0.7,2.5,0.4,15.5
OR,Annex CDP,84.7,1.3,1.3,0.4,21.7
OR,Antelope,91.3,0,2.2,2.2,0
OR,Arlington,93.2,0.2,1,0.2,6.7
OR,Ashland,90.3,1.1,0.9,2.1,5.1
OR,Astoria,89.2,0.6,1.1,1.8,9.8
OR,Athena,91.4,0.4,3,0.4,4.5
OR,Aumsville,84.3,0.5,2.2,0.6,14.4
OR,Aurora,89.7,0.5,0.9,0.3,10.9
OR,Baker,94.6,0.5,1.1,0.5,3.5
OR,Bandon,92.6,0.4,1.4,0.8,5.5
OR,Banks,92.5,0.3,0.6,1.2,7
OR,Barlow,80.7,0.7,0.7,0,14.8
OR,Barview CDP,89.5,0.3,3.4,1,4.6
OR,Bay,92.7,0,0.8,0.9,6.7
OR,Bayside Gardens CDP,93.4,0.3,1.1,1,1.3
OR,Beaver CDP,87.7,0,0.8,0,9
OR,Beavercreek CDP,93.6,0.6,1.2,0.8,2.9
OR,Beaverton,73,2.6,0.6,10.5,16.3
OR,Bellfountain CDP,96,0,0,0,4
OR,Bend,91.3,0.5,0.8,1.2,8.2
OR,Bethany CDP,60.4,1.7,0.3,31.7,5.1
OR,Biggs Junction CDP,45.5,9.1,0,0,50
OR,Black Butte Ranch CDP,97.8,0.3,0.3,0.8,1.6
OR,Blodgett CDP,94.8,0,5.2,0,3.4
OR,Boardman,60.1,0.7,0.9,2.4,61.7
OR,Bonanza town,86.3,0.2,0.5,0,27.7
OR,Brogan CDP,90,0,0,2.2,20
OR,Brookings,92.2,0.3,1.8,0.9,6.6
OR,Brooks CDP,75.4,0,2,3,26.4
OR,Brownsville,93.8,0.3,1.2,0.5,4.1
OR,Bull Mountain CDP,81.3,1.5,0.5,10.8,5.4
OR,Bunker Hill CDP,85.3,1.5,2.4,0.8,9.8
OR,Burns,92.2,0.3,2.6,0.7,4.7
OR,Butte Falls town,95.7,0,0.7,0.5,2.4
OR,Butteville CDP,98.9,0.8,0,0,2.3
OR,Camp Sherman CDP,95.7,0,0.4,0.4,0
OR,Canby,81,0.6,1.2,1.1,21.3
OR,Cannon Beach,88.4,0.1,0.4,0.4,12.7
OR,Canyon town,95.2,0,2.7,0.3,2.6
OR,Canyonville,86.3,0.4,2.7,4.6,5.5
OR,Cape Meares CDP,96,0,0,0,0
OR,Carlton,90.6,0.2,0.9,0.8,5.8
OR,Cascade Locks,87.7,0.5,1.8,0.9,9.1
OR,Cascadia CDP,89.1,0,1.4,0,6.1
OR,Cave Junction,90.3,0.4,2,1.3,8.3
OR,Cayuse CDP,44.1,1.5,54.4,0,0
OR,Cedar Hills CDP,81,1.2,0.6,4.8,13.8
OR,Cedar Mill CDP,79.1,1,0.2,13.2,6.3
OR,Central Point,90.8,0.4,1,1,9
OR,Chenoweth CDP,88.7,0.4,1.8,0.6,17.1
OR,Chiloquin,40.7,0.1,49.2,0.4,6.5
OR,Clatskanie,92.9,0.4,2,0.5,3.7
OR,Cloverdale CDP,94,0,2,0,2
OR,Coburg,90.4,0.4,0.8,1.4,7.4
OR,Columbia,94.6,0.1,1,1.5,3
OR,Condon,97.2,0.1,0.9,0.1,2.1
OR,Coos Bay,87.1,0.6,2.6,1.4,7.6
OR,Coquille,92.5,0.4,1.9,0.5,5.3
OR,Cornelius,64,1.2,1.3,2.2,50.1
OR,Corvallis,83.8,1.1,0.7,7.3,7.4
OR,Cottage Grove,90.4,0.3,1.3,1.1,8
OR,Cove,91.1,0,0.7,1.6,3.6
OR,Crabtree CDP,95.9,0,1,0.3,2.6
OR,Crane CDP,93.8,2.3,0.8,0,3.9
OR,Crawfordsville CDP,90.7,1.2,1.8,0.6,3.6
OR,Creswell,89.6,0.4,1,1,8.6
OR,Culver,79.5,0.4,3.3,0.4,30.4
OR,Dallas,92.6,0.2,2,0.8,5.9
OR,Damascus,91.3,0.6,0.6,3.4,4.4
OR,Days Creek CDP,94.9,0,0.7,0.7,4.8
OR,Dayton,79.2,0.5,1,0.9,29.9
OR,Dayville town,96,0,3.4,0,0.7
OR,Deer Island CDP,92.2,0,2.4,0.3,4.4
OR,Depoe Bay,92.9,0,1.5,1.2,4.8
OR,Deschutes River Woods CDP,93.7,0.4,1.1,0.3,6.1
OR,Detroit,95.5,0,1.5,0,3
OR,Dillard CDP,89.3,0.6,1.7,0.4,4.8
OR,Donald,88.3,0.6,0.3,0.5,14.6
OR,Drain,92.9,0.2,2.7,0.3,4.4
OR,Dufur,94.5,0,1.7,0.2,1.5
OR,Dundee,91.2,0.4,1.2,1.4,10.4
OR,Dunes,95.4,0.2,0.7,0.7,1.7
OR,Durham,83.8,1.7,0.4,1.3,13.8
OR,Eagle Crest CDP,95.5,0.5,0.2,0.9,2.4
OR,Eagle Point,92.1,0.2,1.3,1,6.8
OR,Echo,86.1,0,1,0,12.4
OR,Elgin,95.3,0.2,1.3,0.2,3.3
OR,Elkton,92.3,0,1,0,8.7
OR,Enterprise,95.9,0.3,0.6,0.5,3.1
OR,Eola CDP,91.1,0,6.7,0,2.2
OR,Estacada,92,0.8,0.7,1.2,7.5
OR,Eugene,85.8,1.4,1,4,7.8
OR,Fair Oaks CDP,96.8,0,1.8,0,5.8
OR,Fairview,73.1,4.6,1.1,5.5,16.4
OR,Falls,91.6,0.1,2.3,0.4,5.2
OR,Florence,92.5,0.3,1.3,1,5.4
OR,Foots Creek CDP,95,0,1.5,0.4,2.1
OR,Forest Grove,78.8,0.8,1.1,2.6,23.1
OR,Fort Hill CDP,90.7,0,4.7,0,0.8
OR,Fossil,92.4,0,2.7,0.8,2.3
OR,Four Corners CDP,68.7,1.4,2,2,33.7
OR,Fruitdale CDP,92.4,0.1,2.2,0.3,7.1
OR,Garden Home-Whitford CDP,89,1,0.4,4.1,4.4
OR,Gardiner CDP,91.5,0.8,3.2,1.6,4.4
OR,Garibaldi,94.7,0.1,0.8,0.9,3.5
OR,Gaston,91.2,0.3,1.4,0.6,11
OR,Gates,92.4,0.2,1.7,0.8,4.5
OR,Gearhart,94.6,0.3,0.4,0.8,4
OR,Gervais,52.4,0.6,3.7,0.9,67.1
OR,Gladstone,89.2,0.9,1,1.6,8.7
OR,Glasgow CDP,92.8,0.1,1.6,1.6,3.7
OR,Glendale,89.8,0.3,1.4,0.1,9.4
OR,Glide CDP,94.8,0.3,1.7,0.3,3.1
OR,Gold Beach,91.5,0.3,2,0.8,4.9
OR,Gold Hill,93.5,0.2,1.6,0.5,2.7
OR,Gopher Flats CDP,82.1,0.3,13.2,0,1.1
OR,Government Camp CDP,94.8,0,1,0.5,5.7
OR,Grand Ronde CDP,57.6,0.1,28.4,0.4,6.7
OR,Granite,94.7,0,5.3,0,5.3
OR,Grants Pass,90.9,0.5,1.2,1.1,8.5
OR,Grass Valley,97,0,0.6,0,3
OR,Green CDP,93.3,0.2,1.8,0.8,5.8
OR,Greenhorn,(X),(X),(X),(X),(X)
OR,Gresham,76,3.5,1.3,4.3,18.9
OR,Haines,94.5,0,1.2,0,1.4
OR,Halfway,94.1,0,1.7,0.7,3.5
OR,Halsey,94.4,0.3,0.6,0.6,4.9
OR,Happy Valley,76.2,1.1,0.5,17.4,4
OR,Harbor CDP,92.9,0.3,2.4,0.5,4.7
OR,Harper CDP,84.4,0,0,0,16.5
OR,Harrisburg,91.3,0.5,1,0.3,8
OR,Hayesville CDP,65.9,1.2,1.8,2.9,39.8
OR,Hebo CDP,86.2,0,2.6,6,13.4
OR,Helix,81,0,8.7,0,6
OR,Heppner,92.5,0.2,1.2,0.3,3.7
OR,Hermiston,74.2,0.8,1.3,1.5,34.9
OR,Hillsboro,73.3,2,1,8.6,22.6
OR,Hines,94.9,0.3,1,0.4,3.1
OR,Holley CDP,94.4,0.3,0.5,0,3.2
OR,Hood River,86.9,0.5,0.6,1.5,24.4
OR,Hubbard,73.3,0.5,2.3,0.9,36.3
OR,Huntington,92.3,0.2,3.9,0.7,1.8
OR,Idanha,96.3,0,0,0,5.2
OR,Idaville CDP,92.3,0,1.2,1.5,8
OR,Imbler,93.8,0,1,0,2.6
OR,Independence,73.3,0.4,1.8,1.2,35.3
OR,Ione,86.6,0,0.9,0.6,11.9
OR,Irrigon,76.2,0.4,1.4,0.6,32
OR,Island,94.7,0.1,0.6,0.5,3.4
OR,Jacksonville,95.6,0.4,0.6,0.9,2.9
OR,Jeffers Gardens CDP,90.2,0.8,1.4,0,9
OR,Jefferson,83.8,0.2,1.7,0.5,19.2
OR,Jennings Lodge CDP,87.5,1.6,0.8,1.8,11.1
OR,John Day,94.4,0.5,1.5,0.7,2.7
OR,Johnson,84.3,0.4,1.4,1.9,15.4
OR,Jordan Valley,95,0,3.3,0,6.6
OR,Joseph,94.7,0.7,0.9,0.4,2
OR,Junction,90.4,0.7,1.3,0.6,9
OR,Juntura CDP,63.2,0,3.5,0,31.6
OR,Keizer,82.5,0.8,1.3,1.6,18.3
OR,Kerby CDP,88.6,0.7,2.5,0.2,4.9
OR,King,89,1.8,0.4,5.2,4.5
OR,Kings Valley CDP,87.7,0,0,1.5,6.2
OR,Kirkpatrick CDP,46.4,0,45.3,0.6,1.1
OR,Klamath Falls,83.4,1,4.3,1.6,11.8
OR,Labish Village CDP,40.8,0.2,1.2,0,67
OR,Lacomb CDP,91.6,0,3.3,0,3.8
OR,Lafayette,84.6,0.3,0.9,0.7,22
OR,La Grande,91.3,0.8,1.4,1.1,4.6
OR,Lake Oswego,89.3,0.7,0.4,5.6,3.7
OR,Lakeside,94.4,0.3,1.5,0.2,3.2
OR,Lakeview town,91.3,0,1.6,0.8,7.8
OR,Langlois CDP,97.2,0,0.6,1.1,3.4
OR,La Pine,93.5,0.2,1.1,0.2,5.8
OR,Lebanon,91.2,0.5,1.4,1.1,5.8
OR,Lexington town,92.4,0,0,0.4,1.3
OR,Lincoln Beach CDP,92.7,0.3,1.2,1.2,4.2
OR,Lincoln,83.7,0.4,3.5,1.5,13.2
OR,Lonerock,100,0,0,0,0
OR,Long Creek,94.4,0,1.5,0,5.6
OR,Lookingglass CDP,95.4,0.5,1.3,0.4,3.7
OR,Lostine,93,0,2.3,3.3,1.9
OR,Lowell,90.9,0,1.7,0.7,3.5
OR,Lyons,91.4,0.4,1.5,1.1,4.5
OR,McMinnville,82.2,0.7,1.2,1.5,20.6
OR,Madras,66.4,0.7,6.9,0.8,38.5
OR,Malin,70.6,0,1.1,0,57.8
OR,Manzanita,91.6,1.2,0.2,1.8,6.2
OR,Marion CDP,92.3,0.3,1,1,5.8
OR,Maupin,95.7,0,0.7,0.2,1.2
OR,Maywood Park,85.5,3.5,0.4,5.9,4
OR,Medford,86,0.9,1.2,1.5,13.8
OR,Mehama CDP,93.5,0,2.4,0.3,5.1
OR,Melrose CDP,95,0.1,0.3,1.1,3.9
OR,Merlin CDP,93.3,0.1,1.6,0.4,5.2
OR,Merrill,70.9,0.1,1.5,0,43.1
OR,Metolius,75.6,1,3.8,0.6,23.7
OR,Metzger CDP,80.1,2.8,0.8,3.1,13.7
OR,Mill,90.7,0.4,1.9,0.4,9.2
OR,Millersburg,91.9,0.1,1.1,1.4,6.6
OR,Milton-Freewater,70.9,0.6,0.8,0.6,43.1
OR,Milwaukie,88.5,1.3,1.3,2.5,7
OR,Mission CDP,16.1,1.1,74.8,0,7.5
OR,Mitchell,92.3,0,0.8,0,1.5
OR,Molalla,86.9,0.6,1,0.8,14.5
OR,Monmouth,82.8,1.1,1.5,3.3,13.4
OR,Monroe,89,0.2,1.3,0.2,16.2
OR,Monument,94.5,0,0.8,0,3.9
OR,Moro,92.6,0,3.1,0,4
OR,Mosier,90.1,0.2,2.3,1.2,22.4
OR,Mount Angel,82.6,0.5,1,0.5,26.1
OR,Mount Hood CDP,74.5,0,0.7,0,30.4
OR,Mount Hood Village CDP,93,0.1,1.3,0.7,5.6
OR,Mount Vernon,95.4,0,0.2,0.2,3
OR,Mulino CDP,95.8,0.2,1,0.4,2.8
OR,Myrtle Creek,90.7,0.3,2.1,0.8,4.3
OR,Myrtle Point,89.9,0.4,3.5,0.2,4.6
OR,Neahkahnie CDP,94.3,0,0,2.1,3.6
OR,Nehalem,93,0,0.4,1.1,5.9
OR,Nesika Beach CDP,94.8,0.2,0.6,0.9,3.2
OR,Neskowin CDP,95.5,0,0,1.5,2.2
OR,Netarts CDP,95.3,0,1.1,0,4.1
OR,Newberg,85.9,0.8,0.8,2.2,13.5
OR,New Hope CDP,95.2,0.1,1.1,1,4.9
OR,New Pine Creek CDP,83.3,0,5,0,9.2
OR,Newport,84.1,0.6,2.1,1.6,15.3
OR,North Bend,89.3,0.3,2.3,1.7,5.8
OR,North Plains,89,0.4,1.2,1.8,11
OR,North Powder,92.5,0.5,1.6,0.5,8.9
OR,Nyssa,63.1,0.3,0.7,1.3,60.5
OR,Oak Grove CDP,89.7,1,0.8,1.7,8.4
OR,Oak Hills CDP,71.4,1.5,0.3,19.3,6.9
OR,Oakland,94.2,0.1,1.4,0.3,3
OR,Oakridge,90.7,1,1.8,0.6,5.4
OR,Oatfield CDP,89.5,0.8,0.9,3.2,6.5
OR,O'Brien CDP,92.7,1,3.6,0.6,5.8
OR,Oceanside CDP,94.2,0.3,0.3,0.6,5.3
OR,Odell CDP,73.5,0.5,1.2,0.4,63.5
OR,Ontario,69.5,0.7,1.3,2.2,41.3
OR,Oregon,91.1,0.6,0.9,1.7,7.3
OR,Pacific CDP,91.9,0.4,1.3,0.7,6
OR,Paisley,93.8,2.1,1.2,0.8,1.6
OR,Parkdale CDP,64.3,0,5.1,1.9,42.1
OR,Pendleton,87.3,1.4,3.2,1.1,9.7
OR,Peoria CDP,93.6,0,5.3,0,1.1
OR,Philomath,91.1,0.7,1.2,1,6.7
OR,Phoenix,84,0.9,1.5,1.3,15.8
OR,Pilot Rock,93.5,0,1.7,0,3.2
OR,Pine Grove CDP,100,0,0,0,0
OR,Pine Hollow CDP,96.2,0,0.8,0.2,2.8
OR,Pistol River CDP,98.8,0,0,0,0
OR,Plush CDP,89.5,0,7,0,10.5
OR,Portland,76.1,6.3,1,7.1,9.4
OR,Port Orford,93.3,0.6,1.4,0.5,4.3
OR,Powers,85.1,0,4.1,0.3,4.4
OR,Prairie,94.6,0.1,1.3,0.1,3.1
OR,Prescott,85.5,1.8,3.6,0,0
OR,Prineville,90.4,0.2,1.5,0.7,10.1
OR,Pronghorn CDP,100,0,0,0,0
OR,Prospect CDP,89.7,0,3.7,0.2,3.7
OR,Rainier,93.1,0.2,1.3,0.2,4
OR,Raleigh Hills CDP,87.4,1.2,0.3,3.4,6.7
OR,Redmond,89,0.4,1.3,0.8,12.5
OR,Redwood CDP,95,0.4,0.6,0.7,4.3
OR,Reedsport,93,0.3,1.1,1.1,4.9
OR,Richland,94.9,1.3,1.3,0,0
OR,Rickreall CDP,93.5,0,3.9,0,2.6
OR,Riddle,89.7,0.3,3,0.5,5.1
OR,Rivergrove,94.1,0,0,3.1,2.4
OR,Riverside CDP,77.9,0,13.6,1.5,3.5
OR,Rockaway Beach,94.4,0.4,0.7,0.7,2.9
OR,Rockcreek CDP,81.5,1.4,0.6,8.4,7.3
OR,Rogue River,93.3,0.8,1.2,0.4,5.3
OR,Roseburg,91,0.5,1.7,1.6,5.5
OR,Roseburg North CDP,92.4,0.4,1.4,1.1,5.8
OR,Rose Lodge CDP,90.4,0.4,3.6,0.3,5.8
OR,Rowena CDP,97.9,0,0.5,0.5,8
OR,Ruch CDP,94.8,0.1,0.6,0.6,6.3
OR,Rufus,89.2,0,5.2,0,13.3
OR,St. Helens,90.3,0.6,1.6,1.3,6.1
OR,St. Paul,94.1,0,0.5,0,14.7
OR,Salem,79,1.5,1.5,2.7,20.3
OR,Sandy,90,0.4,1.3,1.2,9.2
OR,Scappoose,91.2,0.4,1.2,1.3,5.1
OR,Scio,91.4,0.4,1.8,0.6,3.1
OR,Scotts Mills,97.5,0,0.3,1.4,2.2
OR,Seaside,88.1,0.6,0.8,1.4,12.4
OR,Selma CDP,92.2,0,3,0.3,7.2
OR,Seneca,99,0.5,0,0,1
OR,Seventh Mountain CDP,92.5,2.1,0,2.1,3.7
OR,Shady Cove,95.5,0.3,0.7,0.3,4.7
OR,Shaniko,75,0,0,8.3,8.3
OR,Shedd CDP,92.2,1.5,1,0,6.4
OR,Sheridan,74.9,5.5,4.8,2.1,16.6
OR,Sherwood,88.5,0.8,0.5,3.5,7
OR,Siletz,69.7,0.4,18.4,0.4,5
OR,Silver Lake CDP,96.6,0,0.7,0,2
OR,Silverton,89,0.3,0.8,1,12.3
OR,Sisters,93.9,0,1.1,0.7,7.1
OR,Sodaville,89.3,0.6,1.6,1,1.9
OR,South Lebanon CDP,94.3,0.2,1.1,0.4,3.6
OR,Spray town,95,0,0.6,2.5,0.6
OR,Springfield,85.9,1.1,1.4,1.3,12.1
OR,Stafford CDP,93.5,0.4,0.1,2,3.7
OR,Stanfield,66.9,0.1,1.6,0.1,35.9
OR,Stayton,87.7,0.5,1.4,0.7,14.3
OR,Sublimity,95.8,0.2,0.5,0.4,3.1
OR,Summerville town,97,0,0,0,2.2
OR,Summit CDP,95.1,0,0,0,11
OR,Sumpter,92.2,0,2.5,0.5,1
OR,Sunriver CDP,96.9,0.6,0.3,0.5,1.6
OR,Sutherlin,92.4,0.2,1.9,0.6,6.1
OR,Sweet Home,93.3,0.3,1.3,0.8,4.7
OR,Takilma CDP,90.5,1.6,2.4,0.5,0.5
OR,Talent,87,0.8,1.3,0.9,15.6
OR,Tangent,89.4,0.2,0.8,0.3,8.4
OR,Terrebonne CDP,90.4,0.4,1.5,0.4,8.8
OR,Tetherow CDP,86.7,0,0,0,2.2
OR,The Dalles,87.9,0.5,1.5,1,17
OR,Three Rivers CDP,95.4,0.2,0.9,0.4,3.9
OR,Tigard,79.6,1.8,0.7,7.2,12.7
OR,Tillamook,86.5,0.2,1.5,1.1,17.2
OR,Toledo,89.9,0.6,3.8,0.5,4.7
OR,Trail CDP,94.2,0,2.3,0,3.4
OR,Tri-City CDP,91.8,0.1,3,0.6,4.5
OR,Troutdale,83.6,2.1,1,4.6,10.6
OR,Tualatin,80.4,1.2,0.7,3.5,17.3
OR,Tumalo CDP,95.7,0.2,0.8,0.2,3.3
OR,Turner,93.2,0.6,1.7,0.5,7.3
OR,Tutuilla CDP,63,0.2,30.8,0,6.2
OR,Tygh Valley CDP,90.8,0,4.9,0,1.5
OR,Ukiah,90.3,0,2.2,3.2,4.3
OR,Umapine CDP,91.7,0,1.9,1,14.3
OR,Umatilla,70.1,2.3,1.5,0.6,43.1
OR,Union,95.6,0.1,1.1,0.1,2.3
OR,Unity,83.1,0,4.2,12.7,8.5
OR,Vale,86.7,0.3,1.3,0.4,23.4
OR,Veneta,91.8,0.4,1.4,0.8,5.5
OR,Vernonia,94.1,0.3,1.3,0.5,4.2
OR,Waldport,91.2,0.8,1.1,1,3.3
OR,Wallowa,95.9,0.5,0.4,0,2
OR,Wallowa Lake CDP,96.8,0,1.6,0,1.6
OR,Wamic CDP,90.6,1.2,2.4,0,12.9
OR,Warm Springs CDP,2.6,0.1,91.7,0,8.4
OR,Warren CDP,93.6,0.3,1,1.2,2.9
OR,Warrenton,91.5,0.6,1.3,1.1,5.7
OR,Wasco,95.6,0.5,0.7,0.2,2
OR,Waterloo town,96.5,0,1.3,0,5.7
OR,Westfir,92.1,0.4,1.6,0.4,2
OR,West Haven-Sylvan CDP,87.4,1,0.3,6.3,4.1
OR,West Linn,90.7,0.7,0.3,4,4
OR,Weston,83.5,0.3,3.4,3.1,8.5
OR,Westport CDP,92.8,0,0.6,0,12.8
OR,West Scio CDP,85,0,1.7,0,8.3
OR,West Slope CDP,85.6,1.9,0.4,4.3,6.7
OR,Wheeler,96.6,0,0.2,0.5,3.4
OR,White CDP,74.7,1.3,1.3,0.8,28.8
OR,Willamina,82.1,0.3,8.8,0.1,6
OR,Williams CDP,93.9,0.5,1.8,0.7,3.2
OR,Wilsonville,85.3,1.5,1,3.8,12.1
OR,Wimer CDP,95.4,0,1.6,0,4.3
OR,Winchester Bay CDP,93.7,0,0.3,0.5,7.9
OR,Winston,92.5,0.3,1.6,0.9,4.5
OR,Woodburn,60.4,0.5,2.8,0.8,58.9
OR,Wood Village,62.6,2,2.3,3.8,37
OR,Yachats,95.2,0.1,1.7,0.6,4.8
OR,Yamhill,91.2,0.1,1.3,1.1,5.5
OR,Yoncalla,92.3,0,1.7,0.5,4.6
PA,Aaronsburg CDP (Centre County),99.2,0.2,0,0,0.5
PA,Aaronsburg CDP (Washington County),90.7,1.5,1.2,0,1.5
PA,Abbottstown borough,92.7,1.4,0.1,1,9.4
PA,Ackermanville CDP,98.2,0.5,1,0.2,2.5
PA,Adamsburg borough,97.7,1.2,0,1.2,0.6
PA,Adamstown borough,92.3,1.1,0.3,4.4,1.7
PA,Adamsville CDP,91,9,0,0,0
PA,Addison borough,98.1,0.5,1,0,0
PA,Akron borough,94.7,1.2,0.2,1.5,3.9
PA,Alba borough,97.5,1.9,0,0,2.5
PA,Albion borough,96.6,0.9,0.3,0.1,1.8
PA,Albrightsville CDP,94.6,2.5,0,1,6.9
PA,Alburtis borough,93,2,0.1,1.3,5.5
PA,Aldan borough,76.3,18.5,0.1,2.6,2.1
PA,Alexandria borough,98.6,0.3,0,0.3,1.4
PA,Alfarata CDP,99.3,0,0.7,0,0
PA,Aliquippa,57.6,38.6,0.1,0.4,1.3
PA,Alleghenyville CDP,98.2,0.4,0,1,1.6
PA,Allenport CDP,98.3,0.9,0,0,1.4
PA,Allenport borough,99.1,0.6,0,0,0.2
PA,Allensville CDP,98.6,0.8,0,0,0
PA,Allentown,58.5,12.5,0.8,2.2,42.8
PA,Allenwood CDP,95,4.4,0,0.3,1.2
PA,Allison CDP,89,8.3,0.2,0.5,0.2
PA,Allison Park CDP,94.4,1.5,0.1,3.1,0.9
PA,Allport CDP,98.9,0.4,0,0,1.1
PA,Almedia CDP,97.6,0.8,0,0.6,0.4
PA,Alsace Manor CDP,98.7,0.2,0.2,0,0.6
PA,Altamont CDP,98.3,0.2,0,0.2,1.3
PA,Altoona,93.8,3.3,0.1,0.4,1.3
PA,Ambler borough,76.5,12.8,0.2,3.8,7.9
PA,Ambridge borough,77.5,17,0.1,0.4,2.5
PA,Amity Gardens CDP,93.3,2.8,0,1.3,2.9
PA,Ancient Oaks CDP,86,2.6,0.2,8.1,4.8
PA,Annville CDP,94.4,1.5,0.1,1.4,3.8
PA,Apollo borough,94.4,2.3,0.2,0.5,0.9
PA,Applewold borough,98.1,0.3,0,0,1
PA,Arcadia University CDP,83.9,8.2,0.2,3.7,7.2
PA,Archbald borough,96.9,1.1,0.2,0.7,1.1
PA,Ardmore CDP,79.3,12.9,0.1,4.1,4
PA,Arendtsville borough,83,2.8,0.5,0.5,16.4
PA,Aristes CDP,100,0,0,0,0
PA,Arlington Heights CDP,77.9,9.6,0.2,4.4,12.7
PA,Armagh borough,97.5,0.8,0.8,0,0.8
PA,Arnold,74,20,0.2,0.2,2.3
PA,Arnold CDP,82.3,9.2,0,0.2,1.6
PA,Arnot CDP,100,0,0,0,0
PA,Arona borough,100,0,0,0,0
PA,Ashland borough,98.2,0.2,0.1,0.3,1
PA,Ashley borough,95.2,2.1,0,0.3,2.4
PA,Ashville borough,97.4,0.9,0,0,0.9
PA,Aspers CDP,82.6,1.7,0,0,25.4
PA,Aspinwall borough,91.7,1.4,0,5.4,1.9
PA,Atglen borough,89,7.4,0.1,0.2,5.8
PA,Athens borough,97.1,0.9,0.1,0.5,1.4
PA,Atkinson Mills CDP,98.3,0,0,0,0
PA,Atlantic CDP,100,0,0,0,0
PA,Atlas CDP,97.7,1.7,0,0,1.1
PA,Atlasburg CDP,99.5,0,0,0,0.5
PA,Atwood borough,100,0,0,0,0
PA,Auburn borough,97.7,0.4,0,0.3,1.3
PA,Audubon CDP,79.5,5.2,0,13.4,2.3
PA,Austin borough,100,0,0,0,0
PA,Avalon borough,87.5,8.7,0.4,0.5,1.2
PA,Avella CDP,96.4,1.9,0.2,0.1,1
PA,Avis borough,98.7,0.5,0,0.3,0.5
PA,Avoca borough,97.8,0.7,0,0.3,1.8
PA,Avon CDP,94.8,1.4,0,0.5,7.6
PA,Avondale borough,57.7,8.9,1.4,0.8,59
PA,Avonia CDP,98.5,0.1,0,0.6,0.8
PA,Avonmore borough,97.4,1.4,0,0.1,0.5
PA,Baden borough,96.9,1.5,0.1,0.3,0.9
PA,Baidland CDP,98.8,0.4,0.1,0.1,1.6
PA,Baileyville CDP,95.5,0,1.5,0.5,1.5
PA,Bainbridge CDP,97,1.1,0.2,0.2,1.6
PA,Bairdford CDP,99.1,0.4,0,0,1.1
PA,Bakerstown CDP,97.3,0.6,0.3,1,1.8
PA,Baldwin borough,91.6,5.3,0.1,1.2,1.1
PA,Bally borough,97.5,0.6,0.1,0.6,1.4
PA,Bangor borough,94.9,1.2,0.1,0.2,5
PA,Barkeyville borough,96.6,0,0,0.5,5.3
PA,Barrville CDP,98.8,0.6,0,0.6,0
PA,Bath borough,92.6,2.9,0.3,1,6.6
PA,Baumstown CDP,95,3.6,0,0.7,1.4
PA,Beallsville borough,98.1,0.4,0.2,0.6,0.6
PA,Bear Creek Village borough,98.4,0,0.8,0.4,0
PA,Bear Lake borough,90.9,0,0,0,7.9
PA,Bear Rocks CDP,98.8,0.1,0.3,0.3,0.5
PA,Beaver borough,95.9,1.4,0.1,0.9,1.7
PA,Beaverdale CDP,99.4,0,0,0,0.1
PA,Beaver Falls,75.3,19.3,0.2,0.4,1.2
PA,Beaver Meadows borough,97,0.5,0.1,0.2,2.6
PA,Beaver Springs CDP,98.8,0.1,0,0.1,0.1
PA,Beavertown borough,98.3,0.2,0,0.2,0.6
PA,Bechtelsville borough,98.3,0.2,0.1,0.1,1.3
PA,Bedford borough,96.1,1.2,0.1,0.5,2
PA,Beech Creek borough,99.3,0,0.1,0.1,0.6
PA,Beech Mountain Lakes CDP,94,1.9,0.1,0.9,3.5
